SSP_ID,RA,Dec,Magnitude,pm_RA,pm_Dec,r0_1,r0_2,r0_3,Angular_Distance,r1_1,r1_2,r1_3,r2_1,r2_2,r2_3,r3_1,r3_2,r3_3,Focal_Length,Pixel_Size,Sensor_y,Sensor_z,Sensor_y_Pixels,Sensor_z_Pixels
28,81.2827629166667,6.34970222222222,1.66,-0.00059,-0.0133,0.150628445372045,0.982384591683246,0.110596498444315,8.04218370730795,0.992703611430392,-0.0480411738502963,0.110596498444315,0.990165334918711,-0.0480411738502963,0.13139503468702,0.990165334918711,-0.121056586575001,-0.0701278287994633,0.025,4.8e-06,-0.00305647406311542,-0.00177060906715192,-636.765429815714,-368.876888989983
31,84.0533891666667,-1.20191972222222,1.72,0.0001,-0.0011,0.103578911547931,0.994400030142164,-0.020975917996793,1.43175208819662e-14,0.999779981227966,2.4980018054066e-16,-0.020975917996793,1,2.4980018054066e-16,-1.98191998017895e-18,1,-4.14255359694258e-17,2.46349311293131e-16,0.025,4.8e-06,-1.03563839923565e-18,6.15873278232828e-18,-2.15757999840759e-13,1.28306932965173e-12
32,85.18969625,-1.94257222222222,1.74,0.00027,0.0025,0.0838088534043478,0.995905124089514,-0.0338977861120492,1.35601248061114,0.999228764312757,0.0198196030914703,-0.0338977861120492,0.999719952408811,0.0198196030914703,-0.012930587342513,0.999719952408811,0.00929250470699268,0.0217638717142951,0.025,4.8e-06,0.000232377694488405,0.000544249208537235,48.4120196850843,113.385251778591
70,83.0016591666667,0.299079444444444,2.23,0.00011,0.0006,0.121838941354108,0.992536158052502,0.00521989732559119,1.83275818274614,0.999817909122829,-0.0183548704480273,0.00521989732559119,0.999488438275953,-0.0183548704480273,0.0261908473236769,0.999488438275953,-0.0226056596977035,-0.0226240116320612,0.025,4.8e-06,-0.000565430745169416,-0.000565889778352165,-117.798071910295,-117.893703823368
126,83.8582604166667,-5.90990138888889,2.78,0.00015,-0.0006,0.10641977217533,0.988975812596328,-0.102964431672225,4.71200578782385,0.994679270136342,-0.00338753176349044,-0.102964431672225,0.996620195500102,-0.00338753176349044,-0.0820774667609157,0.996620195500102,0.0814187643312705,0.0109165349862906,0.025,4.8e-06,0.00204237192610809,0.000273838896592213,425.494151272518,57.0497701233778
252,81.11923625,-2.39714611111111,3.39,-4e-05,-0.0032,0.154243589472612,0.987147157333764,-0.0418258876112961,3.16686200796536,0.997815084167802,-0.0511434544465803,-0.0418258876112961,0.998472882506944,-0.0511434544465803,-0.0208865977493978,0.998472882506944,0.0294502510618946,-0.0467395508179738,0.025,4.8e-06,0.000737382346027054,-0.00117027591927738,153.62132208897,-243.807483182787
324,79.4016245833333,-6.84440944444444,3.6,-0.00103,-0.0096,0.182612737614191,0.975935575722529,-0.119173571315904,7.30427031683794,0.98960292573268,-0.0805214833515407,-0.119173571315904,0.991884969571467,-0.0805214833515407,-0.0983895210735289,0.991884969571467,0.110877172015402,-0.0622130200527004,0.025,4.8e-06,0.00279460762630836,-0.00156805027702907,582.209922147576,-326.677141047723
409,84.6865333333333,-2.60006888888889,3.8,0.00031,-0.0004,0.092509282666757,0.994677899099019,-0.0453641892294272,1.53467637032636,0.998909522499026,0.0110388494112987,-0.0453641892294272,0.99964129916578,0.0110388494112987,-0.0244011640260634,0.99964129916578,0.0221135794315782,0.015108362150659,0.025,4.8e-06,0.000553037860931526,0.000377844586935013,115.216221027401,78.7176222781278
633,85.18988,-1.94321861111111,4.21,0.00027,0.0025,0.0838056274209881,0.995905011724685,-0.0339090612407629,1.35651931047415,0.999228318335199,0.0198228000741899,-0.0339090612407629,0.999719743035551,0.0198228000741899,-0.0129418693452754,0.999719743035551,0.00930306016055927,0.0217689792268838,0.025,4.8e-06,0.000232641703471601,0.00054437704613056,48.4670215565835,113.411884610533
646,82.6960491666667,5.94813916666667,4.23,0.00044,-0.0325,0.126448533186143,0.986545466263468,0.103628236741101,7.27737282669932,0.994337015632429,-0.0235603033326243,0.103628236741101,0.991944545427228,-0.0235603033326243,0.124462568284787,0.991944545427228,-0.118480498467679,-0.0448150675556869,0.025,4.8e-06,-0.00298606658542212,-0.00112947512444824,-622.097205296274,-235.307317593383
