SSP_ID,RA,Dec,Magnitude,pm_RA,pm_Dec,r0_1,r0_2,r0_3,Angular_Distance,r1_1,r1_2,r1_3,r2_1,r2_2,r2_3,r3_1,r3_2,r3_3,Focal_Length,Pixel_Size,Sensor_y,Sensor_z,Sensor_y_Pixels,Sensor_z_Pixels
15,247.351920416667,-26.4320025,1.07,-0.00076,-0.0232,-0.344815948589462,-0.826411779633365,-0.445135408703425,1.49246912712995e-08,0.895463269999633,2.60485022440804e-10,-0.445135408703425,1,2.60485022440804e-10,-9.74816716505937e-18,1,-1.99543097690499e-10,1.67436552401398e-10,0.025,4.8e-06,-4.98857744226248e-12,4.18591381003495e-12,-1.03928696713802e-06,8.72065377090616e-07
136,248.970640416667,-28.2160161111111,2.83,-0.00065,-0.0225,-0.316205059532557,-0.822482377938002,-0.472797100570066,2.2914053929922,0.880819682547305,0.0248915353042712,-0.472797100570066,0.999200403809899,0.0248915353042712,-0.0312884083381015,0.999200403809899,0.0010437789060078,0.0399682818211008,0.025,4.8e-06,2.61153543880669e-05,0.00100000664703256,5.44069883084727,208.334718131784
152,239.712970416667,-26.1141052777778,2.89,-0.00089,-0.0257,-0.452849549815484,-0.775362013360729,-0.44016023612897,6.85616923941899,0.889950570994278,-0.11936057857537,-0.44016023612897,0.992848955044842,-0.11936057857537,0.00200118677752647,0.992848955044842,0.0901491698798659,-0.0782564990038319,0.025,4.8e-06,0.00226996184620536,-0.00197050363517524,472.908717959449,-410.521590661508
157,245.29715,-25.5927963888889,2.91,-0.00074,-0.018,-0.376909573023845,-0.819352825805047,-0.43197236093096,2.02832420296953,0.901306939015595,-0.0323369923473235,-0.43197236093096,0.99937345231585,-0.0323369923473235,0.0143882497972406,0.99937345231585,0.015522984600107,-0.0318078568187719,0.025,4.8e-06,0.000388317914692838,-0.000795694961304591,80.899565561008,-165.769783605123
846,248.03416375,-21.4663897222222,4.44,0.00145,0.0362,-0.348106469742917,-0.863075055738791,-0.365955371438385,5.00456610631462,0.930566426629925,0.0110811436506433,-0.365955371438385,0.996187749174345,0.0110811436506433,0.0865284730614509,0.996187749174345,-0.0641080788859746,-0.0591618341205045,0.025,4.8e-06,-0.00160883525568118,-0.00148470592439876,-335.174011600245,-309.313734249741
983,246.396323333333,-23.4471786111111,4.57,-0.00041,-0.025,-0.367345076356792,-0.840672608745245,-0.397903455353038,3.10800517086439,0.917299698568473,-0.0153004321606223,-0.397903455353038,0.998529104872881,-0.0153004321606223,0.052014646951221,0.998529104872881,-0.021713559548501,-0.0496804594734758,0.025,4.8e-06,-0.000543638624115649,-0.00124384104657121,-113.25804669076,-259.133551369002
988,243.07585375,-27.9263719444444,4.58,-0.00078,-0.0232,-0.400080789948598,-0.787779312391848,-0.468336541902864,4.08656658244743,0.881090679049434,-0.0658794263080237,-0.468336541902864,0.997457518618483,-0.0658794263080237,-0.0271735117492112,0.997457518618483,0.0679333651031924,-0.0215303612885436,0.025,4.8e-06,0.0017026631168534,-0.000539631034070603,354.721482677793,-112.423132098042
998,245.15908625,-24.16932,4.59,-0.00031,-0.0147,-0.383274001188795,-0.82792776080351,-0.409434564861856,3.00816668189585,0.911671388277619,-0.0349086936498884,-0.409434564861856,0.998622064879272,-0.0349086936498884,0.0391836017221022,0.998622064879272,0.00155487709718032,-0.052455256109095,0.025,4.8e-06,3.89255643316948e-05,-0.00131319089458124,8.10949256910308,-273.581436371091
1260,244.574576666667,-28.6140205555556,4.79,-0.00257,-0.1006,-0.376899325470195,-0.792840009359458,-0.478906690305122,3.29030085413797,0.876834648444508,-0.0425368224975797,-0.478906690305122,0.998351546864872,-0.0425368224975797,-0.0385332013246564,0.998351546864872,0.0573537608752553,0.00217600229345801,0.025,4.8e-06,0.00143621154931255,5.44898813521981e-05,299.210739440115,11.3520586150413
1261,247.551982083333,-25.1152238888889,4.79,-0.00025,-0.0265,-0.345743937151765,-0.836846339648748,-0.42444002372454,1.32904509901891,0.905450534544359,0.00316160624480233,-0.42444002372454,0.999730979916721,0.00316160624480233,0.0229776421920391,0.999730979916721,-0.0171916745960145,-0.0155696537963212,0.025,4.8e-06,-0.000429907518656833,-0.000389346086824732,-89.5640663868402,-81.1137680884858
